as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,85,Not applicable,3,Loan purchased by the institution,6,"Baltimore, Columbia, Towson - MD",12580.0,Maryland,MD,24.0,Baltimore city,510.0,2501.01,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,66.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,845659,3626.0,91.88999938964844,86700.0,70.5199966430664,931.0,1423.0,2
2016,0000064131,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,5,Not applicable,3,Loan originated,1,,,Pennsylvania,PA,42.0,Somerset County,111.0,214.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,162.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,3180,4502.0,1.7300000190734863,56000.0,97.3499984741211,1367.0,1819.0,0
2016,22-3039688,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,83,Not applicable,3,Application denied by financial institution,3,Fayetteville - NC,22180.0,North Carolina,NC,37.0,Hoke County,93.0,9702.02,Not Hispanic or Latino,2,No co-applicant,5,American Indian or Alaska Native,1,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,41.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,61405,3643.0,73.29000091552734,52700.0,63.34000015258789,780.0,1213.0,0
2016,7992700007,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,622,Not applicable,3,Loan originated,1,"Los Angeles, Long Beach, Glendale - CA",31084.0,California,CA,6.0,Los Angeles County,37.0,5740.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,257.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,22477,5277.0,32.58000183105469,62400.0,187.66000366210935,1711.0,1986.0,0
2016,0000504713,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,165,Not applicable,3,Loan purchased by the institution,6,"Atlanta, Sandy Springs, Roswell - GA",12060.0,Georgia,GA,13.0,Gwinnett County,135.0,504.26,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,332398,6267.0,29.649999618530273,67200.0,120.33999633789062,2079.0,2440.0,2
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,241,Not applicable,3,Loan purchased by the institution,6,Columbia - SC,17900.0,South Carolina,SC,45.0,Lexington County,63.0,210.24,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,93.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,978179,3775.0,13.539999961853027,62900.0,165.22999572753906,869.0,1067.0,2
2016,0000022488,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,250,Not applicable,3,Application denied by financial institution,3,"Dutchess County, Putnam County - NY",20524.0,New York,NY,36.0,Dutchess County,27.0,501.04,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,130.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,Other,9.0,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,Quality edit failure only,6.0,83,6471.0,17.420000076293945,94600.0,153.64999389648438,1876.0,1953.0,0
2016,95-4866828,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,320,Not applicable,3,Loan originated,1,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,San Bernardino County,71.0,84.01,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Black or African American,3,,,,,,,,,Black or African American,3,,,,,,,,,Male,1,Female,2,91.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,7457,9953.0,48.58000183105469,61400.0,122.79000091552734,2209.0,2913.0,0
2016,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,179,Not applicable,3,Loan originated,1,"Charlotte, Concord, Gastonia - NC, SC",16740.0,South Carolina,SC,45.0,Lancaster County,57.0,112.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,38.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,427603,10266.0,15.90999984741211,64100.0,96.80999755859376,2419.0,2785.0,0
2016,46-3676810,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,456,Not applicable,3,Loan originated,1,"Los Angeles, Long Beach, Glendale - CA",31084.0,California,CA,6.0,Los Angeles County,37.0,4604.01,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,146.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,5084,878.0,84.73999786376953,62400.0,148.33999633789062,271.0,296.0,0
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,101,Not applicable,3,Loan purchased by the institution,6,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,320.0,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,8554,6599.0,36.220001220703125,55400.0,79.58000183105469,1584.0,2669.0,2
2016,0000022468,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,107,Not applicable,3,Loan originated,1,"Indianapolis, Carmel, Anderson - IN",26900.0,Indiana,IN,18.0,Marion County,97.0,3904.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,78.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,1609,12696.0,12.619999885559082,65600.0,119.68000030517578,3690.0,4091.0,0
2016,0000233031,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,6,Not applicable,3,Application denied by financial institution,3,Gadsden - AL,23460.0,Alabama,AL,1.0,Etowah County,55.0,112.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,22.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,4835,2934.0,73.4800033569336,51200.0,56.93000030517578,320.0,1311.0,0
2016,22-3039688,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,244,Not applicable,3,Loan originated,1,"Charleston, North Charleston - SC",16700.0,South Carolina,SC,45.0,Dorchester County,35.0,105.01,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,326517,4720.0,24.06999969482422,68200.0,103.33999633789062,1017.0,1307.0,0
2016,46-3435079,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,119,Not applicable,3,Application withdrawn by applicant,4,Terre Haute - IN,45460.0,Indiana,IN,18.0,Vigo County,167.0,107.02,Hispanic or Latino,1,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,7810,5693.0,7.099999904632568,52400.0,141.72999572753906,1491.0,1897.0,0
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,192,Not applicable,3,Loan originated,1,Fresno - CA,23420.0,California,CA,6.0,Fresno County,19.0,55.08,Not Hispanic or Latino,2,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,193.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,138658,5796.0,44.38999938964844,49500.0,203.9600067138672,1624.0,1984.0,0
2016,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,100,Not applicable,3,Application denied by financial institution,3,"Winston, Salem - NC",49180.0,North Carolina,NC,37.0,Forsyth County,67.0,29.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,21.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,735501,3828.0,39.9900016784668,57000.0,81.8499984741211,989.0,1607.0,0
2016,62-1532940,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,353,Not applicable,3,Loan purchased by the institution,6,Lancaster - PA,29540.0,Pennsylvania,PA,42.0,Lancaster County,71.0,139.01,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,83070,4605.0,5.230000019073486,69300.0,109.16999816894533,1551.0,1814.0,2
2016,20-5614029,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,563,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Bronx County,5.0,158.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,67.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,268,1206.0,58.130001068115234,72600.0,81.12000274658203,235.0,463.0,0
2016,91-1780488,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,274,Not applicable,3,Loan originated,1,Eugene - OR,21660.0,Oregon,OR,41.0,Lane County,39.0,12.01,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,126.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,6605,3996.0,12.109999656677246,58900.0,90.05000305175781,1164.0,1657.0,0
2016,0000852320,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,225,Not applicable,3,Loan purchased by the institution,6,"San Antonio, New Braunfels - TX",41700.0,Texas,TX,48.0,Bexar County,29.0,1817.11,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,72405,7741.0,65.05999755859375,62500.0,134.5800018310547,2237.0,2678.0,2
2016,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,119,Not applicable,3,Application denied by financial institution,3,"Birmingham, Hoover - AL",13820.0,Alabama,AL,1.0,Walker County,127.0,218.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,56.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,173507,3709.0,7.519999980926514,62500.0,65.52999877929688,922.0,1625.0,0
2016,0000700709,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,121,Not applicable,3,Loan originated,1,"Cincinnati - OH, KY, IN",17140.0,Ohio,OH,39.0,Hamilton County,61.0,250.02,Not applicable,4,Not Hispanic or Latino,2,Not applicable,7,,,,,,,,,White,5,,,,,,,,,Not applicable,4,Male,1,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,7479,7333.0,5.349999904632568,68800.0,130.44000244140625,2533.0,2799.0,0
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,60,Not applicable,3,Application denied by financial institution,3,"Minneapolis, St. Paul, Bloomington - MN, WI",33460.0,Minnesota,MN,27.0,Hennepin County,53.0,1060.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,234.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,Debt-to-income ratio,1.0,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,1171717,3339.0,83.08000183105469,85200.0,28.06999969482422,185.0,652.0,0
2016,41-1842999,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,209,Not applicable,3,Loan originated,1,"Minneapolis, St. Paul, Bloomington - MN, WI",33460.0,Minnesota,MN,27.0,Anoka County,3.0,506.05,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,96.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,1899,5542.0,15.15999984741211,85200.0,90.16999816894533,1520.0,1729.0,0
2016,0000017108,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,33,Not applicable,3,Loan originated,1,Waco - TX,47380.0,Texas,TX,48.0,McLennan County,309.0,30.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,60.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,141,3653.0,42.02000045776367,50900.0,67.4000015258789,609.0,963.0,0
2016,04-3568208,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,53,Not applicable,3,Loan originated,1,"Buffalo, Cheektowaga, Niagara Falls - NY",15380.0,New York,NY,36.0,Erie County,29.0,107.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,28.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,3.55,Not a HOEPA loan,2,Secured by a first lien,1,,,143,2693.0,12.25,67300.0,100.18000030517578,1015.0,1254.0,0
2016,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,128,Not applicable,3,Application denied by financial institution,3,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,El Dorado County,17.0,302.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,36.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,559468,4773.0,51.560001373291016,69900.0,73.30999755859375,709.0,2188.0,0
2016,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,599,Not applicable,3,Loan originated,1,"Washington, Arlington, Alexandria - DC, VA, MD, WV",47894.0,District of Columbia,DC,11.0,District of Columbia,1.0,12.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,121.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,155082,5008.0,24.020000457763672,105700.0,170.27999877929688,1259.0,1022.0,0
2016,45-5510883,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,140,Not applicable,3,Loan originated,1,"Baltimore, Columbia, Towson - MD",12580.0,Maryland,MD,24.0,Anne Arundel County,3.0,7405.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,3889,9284.0,72.4800033569336,86700.0,128.22000122070312,2250.0,2616.0,0
2016,0000917742,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,192,Preapproval was requested,1,Loan originated,1,,,Wisconsin,WI,55.0,Walworth County,127.0,9.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,53.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,1920,3430.0,19.450000762939453,60200.0,104.79000091552734,902.0,1203.0,0
2016,0000012311,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,430,Not applicable,3,Loan originated,1,,,Ohio,OH,39.0,Ross County,141.0,9560.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,359.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,37863,5160.0,11.300000190734863,55400.0,86.22000122070312,1433.0,1985.0,0
2016,0000817824,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,54,Not applicable,3,Loan originated,1,Bangor - ME,12620.0,Maine,ME,23.0,Penobscot County,19.0,3.0,Not Hispanic or Latino,2,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,21.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,97191,4472.0,7.980000019073486,56200.0,114.6999969482422,1150.0,1802.0,0
2016,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,190,Not applicable,3,Application denied by financial institution,3,,,Minnesota,MN,27.0,Cass County,21.0,9603.01,Hispanic or Latino,1,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,67.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,488977,872.0,1.6100000143051147,63800.0,101.83999633789062,521.0,1693.0,0
2016,68-0151632,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,337,Not applicable,3,Application withdrawn by applicant,4,"Oxnard, Thousand Oaks, Ventura - CA",37100.0,California,CA,6.0,Ventura County,111.0,76.07,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Asian,2,,,,,,,,,Asian,2,,,,,,,,,Male,1,Female,2,407.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,1273,6152.0,25.850000381469727,88300.0,174.97999572753906,1898.0,2087.0,0
2016,0000032489,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,183,Not applicable,3,Loan originated,1,Boise City - ID,14260.0,Idaho,ID,16.0,Ada County,1.0,103.32,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,65.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,5572,11559.0,13.720000267028809,62400.0,114.0199966430664,3010.0,3747.0,0
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,FSA/RHS-guaranteed,4,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,98,Not applicable,3,Loan purchased by the institution,6,"Salisbury - MD, DE",41540.0,Maryland,MD,24.0,Somerset County,39.0,9301.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,43.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,892310,3759.0,32.66999816894531,61200.0,103.95999908447266,1311.0,1767.0,2
2016,95-4623407,Department of Housing and Urban Development,HUD,7,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,152,Not applicable,3,Loan originated,1,Albany - OR,10540.0,Oregon,OR,41.0,Linn County,43.0,309.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,70.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,13032,7338.0,10.670000076293944,53600.0,108.8499984741211,2088.0,2737.0,0
2016,54-0259290,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,328,Not applicable,3,Loan purchased by the institution,6,Cheyenne - WY,16940.0,Wyoming,WY,56.0,Laramie County,21.0,20.0,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,120.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,110477,7130.0,10.770000457763672,82500.0,103.98999786376952,1848.0,2518.0,2
2016,26-0360466,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,226,Preapproval was not requested,2,Loan originated,1,"Las Vegas, Henderson, Paradise - NV",29820.0,Nevada,NV,32.0,Clark County,3.0,17.14,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,72.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,3516,3344.0,53.619998931884766,59800.0,90.04000091552734,850.0,1130.0,0
2016,95-4671903,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,312,Not applicable,3,Loan originated,1,"Anaheim, Santa Ana, Irvine - CA",11244.0,California,CA,6.0,Orange County,59.0,997.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Asian,2,,,,,,,,,Asian,2,,,,,,,,,Male,1,Female,2,53.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,1801,4979.0,60.4900016784668,85000.0,97.56999969482422,1045.0,1376.0,0
